ax,ay,az,gx,gy,gz,label
0.24835707650561634,-0.9539037789386955,9.252959320883457,1.530804312026699,2.3496281151713836,-0.28684643291785816,Safe
-0.06913215058559233,-0.43019250538975096,9.494534583131106,2.1468254048208903,-3.7579618895076545,-0.06531180748061988,Safe
0.32384426905034625,-0.20680276671082212,9.338969908212878,0.997379824271089,-0.6555901117549262,0.12858975717516336,Safe
0.7615149282040127,0.9438438286700952,9.536002090629431,-3.88499538192354,-0.08332004676266948,1.8937229232923598,Safe
-0.11707668736166799,0.2782765622668791,9.702924844644405,-0.3108448650555194,0.03181731679926216,-1.4944346169734872,Safe
-0.11706847847459027,-0.6677407845499457,10.228577243165693,-2.3114151498338305,0.3609921121561624,-1.6926939830253198,Safe
0.7896064077536957,0.2430181447088185,9.64942048064715,-0.4052115458361477,1.2208796396189863,2.4732394842859504,Safe
0.3837173645764544,-0.7736519944691828,9.017187146615203,1.960008472267788,-0.07081487809070172,-0.9252894837625965,Safe
-0.23473719296747605,0.5413455269435367,10.38003392324758,0.6103016717499453,-0.7361165642873614,-2.5260707071541324,Safe
0.27128002179298233,-0.2355623259089393,9.391454933192481,2.2961817327948655,-0.8151786893193912,-0.9702598841997401,Safe
-0.23170884640623113,-0.04681809436958542,9.780639786447686,0.6835078414270787,-1.2230316040767093,-0.6601054704880016,Safe
-0.23286487678512843,0.662898323771095,10.033268253470355,-2.5966518793378053,1.5750866486537305,3.10992545545153,Safe
0.12098113578301706,-0.643581784292125,9.909805209201393,-5.041694013145469,-1.2930569589530292,1.8496524247534745,Safe
-0.956640122328899,-0.6985590925564956,10.357089773760737,0.2976175233591807,1.6935422180164887,2.2950412332644845,Safe
-0.8624589162565164,-0.29179966317300243,10.04950157169638,-0.42785293270233077,0.03799816451974201,1.639947284693572,Safe
-0.28114376462048635,0.5191894255096583,9.379345210151447,-1.9538914787637642,-1.0425096137122591,1.8924873432306282,Safe
-0.5064155601672119,-0.7596730377384212,10.899281086995831,-3.401254499302756,1.2368144314882696,-1.3761642531606362,Safe
